Track,Hours Played
"Piano Trio in A Minor, Op. 50, TH. 117: II. (A) Tema con variazioni: Andante con moto - Live",0.016118333333333332
"Piano Trio in A Minor, Op. 50, TH. 117: Var. III: Allegro moderato - Live",0.013370277777777778
"Piano Trio in A Minor, Op. 50, TH. 117: Var. IV: L'istesso tempo - Live",0.0162925
"Potpourri on Themes from The Voyevoda, TH 128",0.23324194444444443
Prologue - Finale,0.14372944444444444
Prologue - Introduction,0.05303694444444444
Prologue - March,0.07352222222222222
Prologue - Pas de Six: Adagio,0.06720722222222222
Prologue - Pas de Six: Coda,0.02760722222222222
Prologue - Pas de Six: Entrée,0.010355555555555555
Prologue - Pas de Six: Variation 1 (Candide),0.019159166666666668
Prologue - Pas de Six: Variation 2 (Coulante. Fleur de Farine),0.009788888888888889
Prologue - Pas de Six: Variation 3 (Miettes qui tombent),0.020151666666666665
Prologue - Pas de Six: Variation 4 (Canari qui chante),0.008870277777777777
Prologue - Pas de Six: Variation 5 (Violente),0.021229444444444443
Prologue - Pas de Six: Variation 6 (La Fée des Lilas),0.018551666666666668
Prologue - Scène dansante,0.07426833333333334
"Rococo Variations for Violoncello & Orchestra, Op. 33",0.6314275
"Romance in F Minor, Op. 5, TH 127",0.485245
"Romance, Op. 5",0.10198138888888889
"Romances, Op. 16, TH 95: 1. Berceuse",0.1728713888888889
"Romances, Op. 16, TH 95: 4. Oh! Chante encore",0.2046288888888889
"Romances, Op. 16, TH 95: 5. Qu'importe",0.3070263888888889
"Romeo & Juliet Fantasy Overture, TH 42",0.6898091666666666
"Romeo and Juliet, Fantasy Overture - TH.42: Andante non tanto quasi Moderato - Allegro giusto - Moderato assai",0.40702222222222223
"Romeo and Juliet, Fantasy Overture - TH.42: Love Theme",0.05327388888888889
"Romeo and Juliet, Fantasy Overture, TH 42",0.10290944444444444
"Serenade for Strings in C Major, Op. 48, TH 48: I. Pezzo in forma di sonatina",0.18488888888888888
"Serenade for Strings in C Major, Op. 48, TH 48: II. Valse",0.1316811111111111
"Serenade for Strings in C Major, Op. 48, TH 48: II. Walzer",0.11306277777777778
"Serenade for Strings in C Major, Op. 48, TH 48: III. Elegia",0.17990722222222222
"Serenade for Strings in C Major, Op. 48, TH 48: III. Elegie",0.16429611111111111
"Serenade for Strings in C Major, Op. 48, TH 48: IV. Finale",0.13472944444444446
"Serenade for Strings in C, Op. 48: 2. Walzer: Moderato (Tempo di valse)",0.060351666666666665
